idbase,arrondissement,adresse,genre,espece,latitude,longitude
2038046,PARIS 20E ARRDT,JARDIN PIXERECOURT / 50 RUE PIXERECOURT,Prunus,serrulata,48.8733192,2.3961670
2051111,PARIS 19E ARRDT,ECOLE ELEMENTAIRE / 4 RUE FESSART,Prunus,x schmittii,48.8765815,2.3887185
200258,PARIS 15E ARRDT,CENTRE SPORTIF CHARLES RIGOULOT / 18 AVENUE DE LA PORTE BRANCION,Prunus,maackii,48.8263358,2.2993622
299854,PARIS 13E ARRDT,RUE SIMONE WEIL,Prunus,,48.8239314,2.3635631
164534,VAL-DE-MARNE,CIMETIERE DE THIAIS / AVENUE C / DIV 40,Prunus,avium,48.7636594,2.3767953
228283,PARIS 7E ARRDT,RUE ALLENT,Prunus,serrulata,48.8577006,2.3306434
2001703,PARIS 15E ARRDT,PROMENADE DU QUAI DE GRENELLE / 65 QUAI DE GRENELLE,Prunus,x subhirtella,48.8497035,2.2822507
295297,PARIS 5E ARRDT,RUE DE LA MONTAGNE SAINTE GENEVIEVE,Prunus,serrulata,48.8472776,2.3485650
165136,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 16,Prunus,,48.9057793,2.4020448
164449,VAL-DE-MARNE,CIMETIERE DE THIAIS / AVENUE C / DIV 28,Prunus,avium,48.7625549,2.3727004
2029028,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,serrula,48.8935639,2.3970330
2028993,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,x subhirtella,48.8931810,2.3967820
119945,PARIS 18E ARRDT,SQUARE LEON SERPOLLET / 156 RUE MARCADET,Prunus,,48.8919056,2.3392099
2042190,PARIS 18E ARRDT,PARC CHAPELLE CHARBON - 5Z RUE DE LA CROIX MOREAU,Prunus,mahaleb,48.8966510,2.3641068
164520,VAL-DE-MARNE,CIMETIERE DE THIAIS / AVENUE C / DIV 32,Prunus,avium,48.7635927,2.3762952
190639,PARIS 19E ARRDT,ECOLE ELEMENTAIRE B / 11 RUE RAMPAL,Prunus,x schmittii,48.8741230,2.3789196
262425,PARIS 16E ARRDT,BOULEVARD DE MONTMORENCY,Prunus,avium,48.8555782,2.2642980
236712,PARIS 14E ARRDT,AVENUE DE LA SIBELLE,Prunus,x subhirtella,48.8252893,2.3380386
189588,PARIS 17E ARRDT,CRECHE COLLECTIVE / 52-54 RUE NOLLET,Prunus,,48.8868788,2.3223064
2019157,PARIS 13E ARRDT,JARDIN DU MOULIN DE LA POINTE / 63 RUE DU MOULIN DE LA POINTE,Prunus,serrulata,48.8209629,2.3568631
126667,PARIS 15E ARRDT,PARC ANDRE CITROEN / 2 RUE DE LA MONTAGNE DE LA FAGE,Prunus,serrulata,48.8408544,2.2800498
189155,PARIS 19E ARRDT,ECOLE MATERNELLE / 6 PASSAGE DE THIONVILLE,Prunus,,48.8880889,2.3825148
2050329,PARIS 15E ARRDT,SQUARE NICOLE DE HAUTECLOCQUE / 1 VOIE CV/15,Prunus,x subhirtella,48.8523525,2.2940877
228007,PARIS 12E ARRDT,COULEE VERTE RENE DUMONT - MAIL DE REUILLY / ALLEE VIVALDI,Prunus,serrula,48.8412982,2.3921256
190483,PARIS 19E ARRDT,ECOLE MATERNELLE / 11 RUE GEORGES THILL,Prunus,serrulata,48.8866063,2.3886778
120395,PARIS 18E ARRDT,SQUARE DE LA RUE HENRI HUCHARD / 25 RUE LOUIS PASTEUR VALLERY RADOT,Prunus,,48.8992875,2.3310933
228258,PARIS 18E ARRDT,RUE DU BAIGNEUR,Prunus,,48.8901562,2.3454469
117787,PARIS 11E ARRDT,SQUARE OLGA BANCIC / 34 RUE GODEFROY CAVAIGNAC,Prunus,serrulata,48.8562732,2.3808908
2029035,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,serrula,48.8935538,2.3972179
2042608,PARIS 10E ARRDT,RUE GUY PATIN,Prunus,x schmittii,48.8827953,2.3511371
236714,PARIS 14E ARRDT,AVENUE DE LA SIBELLE,Prunus,avium,48.8254097,2.3381179
132876,PARIS 15E ARRDT,JARDIN DE L HOPITAL / 389 RUE DE VAUGIRARD,Prunus,x subhirtella,48.8350234,2.2926352
186893,PARIS 12E ARRDT,ECOLE MATERNELLE / 28 RUE DE LA BRECHE AUX LOUPS,Prunus,,48.8377897,2.3945735
228008,PARIS 12E ARRDT,COULEE VERTE RENE DUMONT - MAIL DE REUILLY / ALLEE VIVALDI,Prunus,serrula,48.8419342,2.3892618
138902,PARIS 16E ARRDT,SQUARE ANNA DE NOAILLES / 46 BOULEVARD DE L AMIRAL BRUIX,Prunus,,48.8751754,2.2780387
165016,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 44,Prunus,,48.9039216,2.4057979
112744,PARIS 20E ARRDT,SQUARE DE LA PAIX / 128 RUE DE LAGNY,Prunus,serrulata,48.8484369,2.4158595
2043701,PARIS 13E ARRDT,CRECHE COLLECTIVE / 101 RUE DE LA GLACIERE,Prunus,serrulata,48.8282336,2.3432633
2044244,PARIS 15E ARRDT,COLLEGE CLAUDE DEBUSSY / 4 PLACE DU COMMERCE,Prunus,x yedoensis,48.8452331,2.2912729
111240,PARIS 17E ARRDT,PARC CLICHY BATIGNOLLES MARTIN LUTHER KING / 147 RUE CARDINET,Prunus,serrulata,48.8914612,2.3161901
116218,PARIS 14E ARRDT,SQUARE DE L ASPIRANT DUNAND / 20 RUE SAILLARD,Prunus,x subhirtella,48.8320993,2.3263212
189634,PARIS 17E ARRDT,MULTI ACCUEIL / 28 RUE JACQUES KELLNER,Prunus,,48.8964883,2.3262256
2021142,PARIS 9E ARRDT,RUE SAINTE CECILE,Prunus,sargentii,48.8730439,2.3473131
200932,PARIS 20E ARRDT,CENTRE SPORTIF LOUIS LUMIERE / 30 RUE LOUIS LUMIERE,Prunus,serrulata,48.8593239,2.4118828
126266,PARIS 15E ARRDT,PARC ANDRE CITROEN / 2 RUE DE LA MONTAGNE DE LA FAGE,Prunus,serrulata,48.8409895,2.2785362
2021524,PARIS 17E ARRDT,PARC CLICHY BATIGNOLLES MARTIN LUTHER KING / 147 RUE CARDINET,Prunus,maackii,48.8929698,2.3134171
128252,PARIS 17E ARRDT,SQUARE ANDRE ULMANN / 18 AVENUE BRUNETIERE,Prunus,,48.8892893,2.2983956
281949,PARIS 17E ARRDT,PLACE SAINT FERDINAND,Prunus,,48.8781452,2.2879045
164947,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 100,Prunus,,48.9023664,2.4090719
106114,PARIS 13E ARRDT,PARC DE CHOISY / 1 RUE GEORGE EASTMAN,Prunus,,48.8276638,2.3618989
2029083,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,serrula,48.8936996,2.3961965
2051119,PARIS 15E ARRDT,PROMENADE DU QUAI DE GRENELLE / 65 QUAI DE GRENELLE,Prunus,x subhirtella,48.8495020,2.2821176
2029097,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,serrula,48.8939529,2.3961951
132578,PARIS 5E ARRDT,SQUARE ANDRE LEFEVRE / RUE DE LA PARCHEMINERIE,Prunus,maackii,48.8515372,2.3457686
2009049,PARIS 19E ARRDT,PROMENADE DU QUAI DE LA GIRONDE / 33 QUAI DE LA GIRONDE,Prunus,serrulata,48.8980216,2.3819714
116666,PARIS 20E ARRDT,SQUARE DES SAINT SIMONIENS MENILMONTANT / 2 RUE DE LA DUEE,Prunus,,48.8707355,2.3961500
205174,PARIS 19E ARRDT,RUE AUGUSTIN THIERRY,Prunus,x schmittii,48.8759993,2.3944499
130197,PARIS 15E ARRDT,PARC ANDRE CITROEN,Prunus,x subhirtella,48.8426989,2.2748338
187677,PARIS 15E ARRDT,CRECHE COLLECTIVE / 2 RUE MAURICE MAIGNEN,Prunus,,48.8382188,2.3129570
2042284,PARIS 15E ARRDT,SQUARE DES PERICHAUX / 123 BOULEVARD LEFEBVRE,Prunus,avium,48.8294668,2.2997772
238923,PARIS 20E ARRDT,RUE DURIS,Prunus,,48.8660395,2.3872135
191359,PARIS 14E ARRDT,CRECHE COLLECTIVE / 2 RUE DES MARINIERS,Prunus,,48.8275657,2.3107380
2028988,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,serrula,48.8933982,2.3967476
2049028,PARIS 15E ARRDT,PROMENADE DU QUAI ANDRE CITROEN / 13 QUAI  ANDRE CITROEN,Prunus,serrulata,48.8465397,2.2779818
118091,PARIS 2E ARRDT,SQUARE JACQUES BIDAULT / 18 RUE DE LA LUNE,Prunus,serrulata,48.8699297,2.3498032
120236,PARIS 18E ARRDT,SQUARE DE LA RUE HENRI HUCHARD / 25 RUE LOUIS PASTEUR VALLERY RADOT,Prunus,,48.8993438,2.3313089
164984,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 71,Prunus,,48.9032070,2.4075017
136734,PARIS 16E ARRDT,JARDIN DU RANELAGH,Prunus,serrulata,48.8589597,2.2703097
123797,PARIS 11E ARRDT,PROMENADE DE L ALLEE VERTE / 1BIS ALLEE VERTE,Prunus,nigra,48.8596262,2.3699884
2011439,BOIS DE VINCENNES,PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE,Prunus,x subhirtella,48.8383524,2.4413867
164577,VAL-DE-MARNE,CIMETIERE DE THIAIS / AVENUE C / DIV 42,Prunus,avium,48.7642098,2.3786968
187460,PARIS 20E ARRDT,ECOLE MATERNELLE / 94 RUE COURONNES,Prunus,,48.8698113,2.3872904
164491,VAL-DE-MARNE,CIMETIERE DE THIAIS / AVENUE C / DIV 38,Prunus,avium,48.7630978,2.3748338
2029107,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,serrula,48.8941156,2.3960137
164482,VAL-DE-MARNE,CIMETIERE DE THIAIS / AVENUE C / DIV 30,Prunus,avium,48.7630059,2.3742572
2041997,PARIS 15E ARRDT,SQUARE DES PERICHAUX / 123 BOULEVARD LEFEBVRE,Prunus,x subhirtella,48.8294057,2.2992138
165059,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 34,Prunus,,48.9047129,2.4041204
280476,PARIS 17E ARRDT,PLACE SAINT FERDINAND,Prunus,,48.8781581,2.2882727
190458,PARIS 19E ARRDT,ECOLE MATERNELLE / 5 ALLEE DES EIDERS,Prunus,,48.8945254,2.3792084
165128,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 16,Prunus,,48.9060372,2.4015000
2028983,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,serrula,48.8932217,2.3967921
200325,PARIS 15E ARRDT,CENTRE SPORTIF DE LA PORTE DE LA PLAINE / 13 RUE DU GENERAL GUILLAUMAT,Prunus,,48.8282185,2.2938254
292008,PARIS 13E ARRDT,RUE YEO THOMAS,Prunus,,48.8315826,2.3629225
2018551,PARIS 19E ARRDT,JARDIN CURIAL - CITE MICHELET / 94 RUE CURIAL,Prunus,serrulata,48.8958480,2.3767866
127385,PARIS 13E ARRDT,SQUARE HENRI CADIOU / 69 BOULEVARD ARAGO,Prunus,,48.8338596,2.3425750
119953,PARIS 18E ARRDT,SQUARE LEON SERPOLLET / 156 RUE MARCADET,Prunus,,48.8916440,2.3390242
293180,PARIS 18E ARRDT,PLACE MARCEL AYME,Prunus,,48.8875975,2.3377639
2016703,PARIS 14E ARRDT,SQUARE DES JONQUILLES / 213 RUE VERCINGETORIX,Prunus,,48.8297434,2.3084229
132355,PARIS 5E ARRDT,JARDIN TINO ROSSI / 2B QUAI SAINT BERNARD,Prunus,,48.8490671,2.3580911
227788,PARIS 15E ARRDT,PLACE BIENVENUE,Prunus,,48.8423298,2.3204327
257532,PARIS 20E ARRDT,RUE JACQUES PREVERT,Prunus,x subhirtella,48.8640573,2.3885601
186898,PARIS 12E ARRDT,ECOLE MATERNELLE / 28 RUE DE LA BRECHE AUX LOUPS,Prunus,x schmittii,48.8376019,2.3948440
227657,PARIS 17E ARRDT,RUE DE SAUSSURE,Prunus,x hillieri,48.8863041,2.3137666
131221,PARIS 15E ARRDT,PARC OMNISPORT SUZANNE LENGLEN / 7 BOULEVARD DES FRERES VOISIN,Prunus,serrulata,48.8300118,2.2718034
2049161,PARIS 10E ARRDT,JARDIN MARIELLE FRANCO / 46 RUE D ALSACE,Prunus,serrulata,48.8787166,2.3588698
2028971,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,serrula,48.8931587,2.3969856
131654,PARIS 15E ARRDT,PARC OMNISPORT SUZANNE LENGLEN / 7 BOULEVARD DES FRERES VOISIN,Prunus,x subhirtella,48.8290749,2.2702162
133318,PARIS 15E ARRDT,SQUARE NICOLE DE HAUTECLOCQUE / 1 VOIE CV/15,Prunus,x subhirtella,48.8526143,2.2938811
2028483,PARIS 16E ARRDT,PARC DE PASSY / 10 RUE D ANKARA,Prunus,serrula,48.8555812,2.2836379
164319,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / DIV 16,Prunus,x subhirtella,48.9059018,2.4018945
2039078,PARIS 17E ARRDT,PARC CLICHY BATIGNOLLES MARTIN LUTHER KING / 147 RUE CARDINET,Prunus,,48.8901124,2.3138392
201594,PARIS 16E ARRDT,STADE DE LA PORTE DE LA MUETTE / 60 BOULEVARD LANNES,Prunus,,48.8643960,2.2694112
187398,PARIS 13E ARRDT,ECOLE POLYVALENTE / 8 RUE KUSS,Prunus,,48.8223130,2.3513094
2022727,PARIS 12E ARRDT,JARDINET DE L EGLISE SAINT ELOI / 3 PLACE MAURICE DE FONTENAY,Prunus,,48.8448525,2.3892823
2000704,BOIS DE BOULOGNE,ALLEE DE LA REINE MARGUERITE,Prunus,mahaleb,48.8551520,2.2425046
2029043,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,x yedoensis,48.8936004,2.3974274
256458,PARIS 19E ARRDT,RUE JEAN QUARRE,Prunus,,48.8767469,2.3958366
164575,VAL-DE-MARNE,CIMETIERE DE THIAIS / AVENUE C / DIV 42,Prunus,avium,48.7642574,2.3788752
2002015,PARIS 15E ARRDT,PROMENADE DU QUAI ANDRE CITROEN / 13 QUAI  ANDRE CITROEN,Prunus,x subhirtella,48.8486948,2.2808402
2028987,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,x subhirtella,48.8934314,2.3967600
104132,PARIS 19E ARRDT,PARC DES BUTTES CHAUMONT,Prunus,,48.8771371,2.3797230
228033,PARIS 13E ARRDT,RUE JEAN ANTOINE DE BAIF,Prunus,serrulata,48.8277006,2.3841060
2043017,PARIS 18E ARRDT,RUE PAJOL,Prunus,x subhirtella,48.8863256,2.3610217
129019,PARIS 15E ARRDT,PARC ANDRE CITROEN,Prunus,x subhirtella,48.8381628,2.2764259
337164,PARIS 10E ARRDT,SQUARE ARISTIDE CAVAILLE COLL / 10 PLACE FRANZ LISZT,Prunus,,48.8781655,2.3520064
2029068,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,x subhirtella,48.8950362,2.3952712
164459,VAL-DE-MARNE,CIMETIERE DE THIAIS / AVENUE C / DIV 36,Prunus,avium,48.7622591,2.3719231
164985,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 71,Prunus,,48.9031703,2.4075848
165072,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 33,Prunus,,48.9046176,2.4045377
2051207,PARIS 15E ARRDT,PROMENADE DU QUAI ANDRE CITROEN / 13 QUAI  ANDRE CITROEN,Prunus,x subhirtella,48.8487370,2.2811204
122715,PARIS 20E ARRDT,PARC DE BELLEVILLE,Prunus,x subhirtella,48.8708694,2.3840140
2002016,PARIS 15E ARRDT,PROMENADE DU QUAI ANDRE CITROEN / 13 QUAI  ANDRE CITROEN,Prunus,x subhirtella,48.8487389,2.2809348
2018402,PARIS 18E ARRDT,ESPLANADE NATHALIE SARRAUTE,Prunus,x subhirtella,48.8884617,2.3625465
2014768,BOIS DE VINCENNES,PARC FLORAL DE PARIS / ROUTE DE LA PYRAMIDE,Prunus,serrulata,48.8370041,2.4477065
201385,PARIS 15E ARRDT,CENTRE SPORTIF EMILE ANTHOINE / 9 RUE JEAN REY,Prunus,serrulata,48.8571376,2.2912503
2001800,PARIS 16E ARRDT,RUE NUNGESSER ET COLI,Prunus,sargentii,48.8444035,2.2521069
255492,PARIS 15E ARRDT,BOULEVARD GARIBALDI,Prunus,,48.8471032,2.3033594
137535,PARIS 13E ARRDT,SQUARE HELOISE ET ABELARD / 15 RUE DUCHEFDELAVILLE,Prunus,,48.8313743,2.3702988
2024015,BOIS DE VINCENNES,ARBORETUM DE L ECOLE DU BREUIL - ROUTE DE LA FERME / ROUTE DE LA PYRAMIDE,Prunus,avium,48.8210309,2.4540030
125315,PARIS 13E ARRDT,JARDIN JAMES JOYCE / 7 RUE GEORGE BALANCHINE,Prunus,serrulata,48.8361919,2.3737830
228337,PARIS 15E ARRDT,RUE DE LA MONTAGNE DE L ESPEROU,Prunus,x subhirtella,48.8424405,2.2750997
2034021,PARIS 17E ARRDT,ALLEE COLETTE HEILBRONNER,Prunus,avium,48.8930848,2.3108932
165147,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 11,Prunus,,48.9064096,2.4005308
128633,PARIS 15E ARRDT,SQUARE DU CLOS FEUQUIERES / 30 RUE DESNOUETTES,Prunus,x subhirtella,48.8371749,2.2899681
164553,VAL-DE-MARNE,CIMETIERE DE THIAIS / AVENUE C / DIV 41,Prunus,avium,48.7640099,2.3780011
164979,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 72,Prunus,,48.9031429,2.4074316
228167,PARIS 10E ARRDT,RUE ALBERT CAMUS,Prunus,avium,48.8778914,2.3695950
228041,PARIS 13E ARRDT,RUE DU MOULIN DES PRES,Prunus,,48.8301421,2.3527336
228152,PARIS 13E ARRDT,RUE BAUDRICOURT,Prunus,,48.8257889,2.3630547
2040607,PARIS 10E ARRDT,SQUARE ARISTIDE CAVAILLE COLL / 10 PLACE FRANZ LISZT,Prunus,,48.8785006,2.3514970
282461,PARIS 17E ARRDT,VILLA COMPOINT,Prunus,avium,48.8918035,2.3245096
2044376,PARIS 19E ARRDT,COLLEGE EDOUARD PAILLERON / 33 RUE EDOUARD PAILLERON,Prunus,,48.8813772,2.3793965
165030,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 43,Prunus,,48.9038209,2.4062094
135983,PARIS 15E ARRDT,SQUARE JEAN COCTEAU / 122 AVENUE FELIX FAURE,Prunus,serrulata,48.8387443,2.2806135
126936,PARIS 15E ARRDT,PARC ANDRE CITROEN,Prunus,avium,48.8384183,2.2761268
255301,PARIS 15E ARRDT,BOULEVARD GARIBALDI,Prunus,,48.8472527,2.3030553
190836,PARIS 19E ARRDT,ECOLE MATERNELLE / 5 RUE NOYER DURAND,Prunus,,48.8868501,2.3987852
2022362,PARIS 13E ARRDT,JARDIN A VOIR / 12 RUE ANNIE GIRARDOT,Prunus,x subhirtella,48.8213440,2.3475541
164898,SEINE-SAINT-DENIS,CIMETIERE DE SAINT-OUEN NOUV / AVENUE DES PAULOWNIAS / DIV 37,Prunus,,48.9095918,2.3445792
2021747,PARIS 17E ARRDT,JARDINIERES DE LA RUE MERE TERESA / 3 RUE MERE TERESA,Prunus,,48.8881818,2.3113644
133793,PARIS 15E ARRDT,JARDIN ALLERAY PROCESSION / 79 RUE D ALLERAY,Prunus,,48.8365452,2.3081883
185094,PARIS 5E ARRDT,CRECHE COLLECTIVE / 10 RUE SAINT MEDARD,Prunus,x subhirtella,48.8437021,2.3503082
2042042,PARIS 15E ARRDT,SQUARE DES PERICHAUX / 123 BOULEVARD LEFEBVRE,Prunus,x subhirtella,48.8300129,2.2982200
227761,PARIS 13E ARRDT,RUE BARRAULT,Prunus,maackii,48.8250308,2.3465796
110411,PARIS 17E ARRDT,PARC CLICHY BATIGNOLLES MARTIN LUTHER KING / 147 RUE CARDINET,Prunus,x subhirtella,48.8900502,2.3160976
119383,PARIS 20E ARRDT,JARDIN FRIDA KAHLO / 18 RUE DE NOISY LE SEC,Prunus,serrulata,48.8720205,2.4129824
185643,PARIS 20E ARRDT,CRECHE COLLECTIVE / 83 RUE DES AMANDIERS,Prunus,,48.8662391,2.3887264
227958,PARIS 16E ARRDT,RUE DE L ARIOSTE,Prunus,sargentii,48.8414730,2.2553493
2042292,PARIS 15E ARRDT,SQUARE DES PERICHAUX / 123 BOULEVARD LEFEBVRE,Prunus,avium,48.8295067,2.2999961
227675,PARIS 16E ARRDT,RUE DU SERGENT MAGINOT,Prunus,x hillieri,48.8401134,2.2555199
189199,PARIS 18E ARRDT,ECOLE MATERNELLE / 7 RUE TCHAIKOVSKI,Prunus,,48.8939549,2.3641212
165007,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 57,Prunus,,48.9034613,2.4069664
2008248,PARIS 12E ARRDT,COULEE VERTE RENE DUMONT - PROMENADE DE L AVENUE EMILE LAURENT / 2 AVENUE EMILE LAURENT,Prunus,serrulata,48.8405336,2.4102510
2002014,PARIS 15E ARRDT,PROMENADE DU QUAI ANDRE CITROEN / 13 QUAI  ANDRE CITROEN,Prunus,x subhirtella,48.8486181,2.2807604
133330,PARIS 15E ARRDT,SQUARE NICOLE DE HAUTECLOCQUE / 1 VOIE CV/15,Prunus,x subhirtella,48.8518801,2.2948900
2036741,PARIS 10E ARRDT,SQUARE ALBAN SATRAGNE / 11 SQUARE ALBAN SATRAGNE,Prunus,serrulata,48.8754725,2.3550964
190990,PARIS 13E ARRDT,ECOLE MATERNELLE / 71 RUE DUNOIS,Prunus,,48.8324487,2.3659848
300609,PARIS 13E ARRDT,RUE SIMONE WEIL,Prunus,,48.8236139,2.3645686
2028718,PARIS 20E ARRDT,JARDINIERES DE LA RUE PAUL MEURICE / RUE PAUL MEURICE,Prunus,x hillieri,48.8748455,2.4116648
108271,PARIS 16E ARRDT,JARDINS DU TROCADERO / 3 PLACE DE VARSOVIE,Prunus,,48.8622332,2.2898458
115699,PARIS 20E ARRDT,SQUARE SARAH BERNHARDT / 2 RUE DE BUZENVAL,Prunus,serrulata,48.8490662,2.4045961
2039073,PARIS 17E ARRDT,PARC CLICHY BATIGNOLLES MARTIN LUTHER KING / 147 RUE CARDINET,Prunus,,48.8898493,2.3138230
190516,PARIS 19E ARRDT,ECOLE MATERNELLE / 2 RUE JEAN MENANS,Prunus,maackii,48.8807481,2.3787893
2041783,PARIS 20E ARRDT,RUE LOUIS LUMIERE,Prunus,mahaleb,48.8584630,2.4114858
189536,PARIS 17E ARRDT,ECOLE MATERNELLE / 21 RUE DU CAPITAINE LAGACHE,Prunus,,48.8920410,2.3251307
227551,PARIS 14E ARRDT,AVENUE DE LA SIBELLE,Prunus,avium,48.8248904,2.3383098
137858,PARIS 13E ARRDT,SQUARE HELOISE ET ABELARD / 15 RUE DUCHEFDELAVILLE,Prunus,,48.8316660,2.3706198
2044373,PARIS 19E ARRDT,COLLEGE EDOUARD PAILLERON / 33 RUE EDOUARD PAILLERON,Prunus,,48.8814139,2.3796417
2048174,PARIS 15E ARRDT,TERRAIN DE BOULES / 9 AVENUE ALBERT BARTHOLOME,Prunus,serrulata,48.8294288,2.2943407
172296,HAUTS-DE-SEINE,CIMETIERE DE BAGNEUX / DIV 0,Prunus,,48.8104397,2.3106531
165106,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 22,Prunus,,48.9056980,2.4022093
2040955,PARIS 12E ARRDT,ECOLE MATERNELLE / 7 RUE JEAN BOUTON,Prunus,japonica,48.8459526,2.3767602
283827,PARIS 18E ARRDT,BOULEVARD NEY,Prunus,x schmittii,48.8983218,2.3626646
130968,PARIS 15E ARRDT,PARC OMNISPORT SUZANNE LENGLEN / 7 BOULEVARD DES FRERES VOISIN,Prunus,serrulata,48.8315815,2.2731249
189968,PARIS 20E ARRDT,ECOLE POLYVALENTE / 36 RUE PIAT,Prunus,,48.8722103,2.3854600
2035005,PARIS 12E ARRDT,COULEE VERTE RENE DUMONT - PROMENADE DES RUES DE PICPUS ET DE REUILLY / 77 RUE DE PICPUS,Prunus,serrulata,48.8410880,2.4000990
186321,PARIS 13E ARRDT,ECOLE MATERNELLE / 71 RUE DUNOIS,Prunus,,48.8324049,2.3660306
2054121,PARIS 13E ARRDT,COLLEGE GEORGES SAND / 159 RUE DE TOLBIAC,Prunus,mahaleb,48.8258378,2.3556186
301968,PARIS 13E ARRDT,RUE SIMONE WEIL,Prunus,,48.8240519,2.3635969
257484,PARIS 20E ARRDT,RUE DURIS,Prunus,,48.8663073,2.3871407
127131,PARIS 15E ARRDT,SQUARE DE L OISEAU LUNAIRE / 43 RUE BLOMET,Prunus,x subhirtella,48.8424137,2.3055415
128772,PARIS 15E ARRDT,JARDIN ATLANTIQUE / 17 ALLEE DE LA DEUXIEME DB,Prunus,x subhirtella,48.8392291,2.3190735
186219,PARIS 19E ARRDT,CRECHE COLLECTIVE / 12 RUE GASTON REBUFFAT,Prunus,,48.8850740,2.3688715
136287,PARIS 16E ARRDT,JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT,Prunus,x subhirtella,48.8467808,2.2538525
189206,PARIS 18E ARRDT,ECOLE ELEMENTAIRE / 33 RUE DE L EVANGILE,Prunus,,48.8941595,2.3653164
228163,PARIS 10E ARRDT,RUE ALBERT CAMUS,Prunus,,48.8779874,2.3693394
116803,PARIS 11E ARRDT,SQUARE DE LA ROQUETTE / 143 RUE DE LA ROQUETTE,Prunus,serrulata,48.8591092,2.3844144
189397,PARIS 17E ARRDT,ECOLE MATERNELLE / 3 RUE GUSTAVE DORE,Prunus,x yedoensis,48.8861585,2.3030580
255327,PARIS 15E ARRDT,JARDINIERES DE LA RUE LOURMEL / 77 RUE DE LOURMEL,Prunus,,48.8450499,2.2875838
165124,SEINE-SAINT-DENIS,CIMETIERE DE PANTIN / AVENUE DES MERISIERS / DIV 17,Prunus,,48.9059461,2.4015062
2048957,PARIS 16E ARRDT,JARDINS DU TROCADERO / 3 PLACE DE VARSOVIE,Prunus,x yedoensis,48.8614295,2.2886954
2029003,PARIS 19E ARRDT,CENTRE SPORTIF JULES LADOUMEGUE / 35 ROUTE DES PETITS PONTS,Prunus,serrula,48.8933267,2.3965678
262712,PARIS 16E ARRDT,VOIE GEORGES POMPIDOU,Prunus,avium,48.8498137,2.2773636
111672,PARIS 17E ARRDT,PARC CLICHY BATIGNOLLES MARTIN LUTHER KING / 147 RUE CARDINET,Prunus,,48.8907507,2.3163262
189186,PARIS 18E ARRDT,ECOLE MATERNELLE / 7 RUE TCHAIKOVSKI,Prunus,,48.8940749,2.3645117
125064,PARIS 4E ARRDT,SQUARE JEAN XXIII / 2 QUAI DE L ARCHEVECHE,Prunus,,48.8523616,2.3500836
